fall R/SSB
-0.892574831
0.449354854
0.677046256
-0.112757065
0.680980026
1.300137636
0.182508755
0.319029255
0.605432747
0.15563829
-0.605732119
-0.321442246
0.394172327
0.370341712
-0.006110738
-0.325222741
0.632994543
-0.277921034
-1.329803021
2.067027973
-0.194823455
0.708911672
0.960290346
0.265382708
0.395044218
0.920617935
0.904636726
1.141064878
0.762520004
0.655665027
0.133509593
1.175992561
0.279992794
0.336488122
0.66568408
0.881909363
1.421249871
0.507055075
-0.081487028
0.175311241
0.172607852
0.444147622
0.459053783
0.84835792
0.215658176
-0.017576385
1.038850211
0.648315641
-0.139924534
-0.671341499
0.459638835
0.373157883
0.971042859
0.463610241
-0.168782853
0.51732664
