shrimp R/SSB
1.404517814
0.949550879
0.185918372
0.287292443
1.313223836
0.256174507
0.012598058
1.16667453
1.12854751
1.340119591
1.180259974
0.488986687
-0.121112643
0.560143527
0.189467793
0.640531979
0.523900622
0.195192374
0.56999683
0.388916278
0.325952233
-0.312371721
-0.970127652
-0.027884911
0.938577952
0.943173518
0.11849934
0.658736625
0.25054575
