spring
0.488917381
1.390819109
1.89479729
1.303757504
2.446906192
2.355563617
2.175713759
2.23111487
2.416123578
1.940341817
1.214096387
1.767422377
2.476171946
2.884108294
1.892316466
1.171159281
0.998464091
1.549108122
2.177109168
2.04049669
1.549851377
1.261949217
2.511491779
2.194353794
2.063362971
2.094847262
1.507028593
1.431506704
1.101408376
0.628501987
0.803122034
1.207018163
1.68004548
1.591579394
1.675656272
1.674626222
1.557533905
1.310168971
0.917849516
0.976934177
1.925459598
1.810908288
1.555404024
1.522135584
1.368893846
0.837680331
1.063675719
1.168449248
1.300191662
1.245306668
1.427436304
1.346149221
