fall
1.671473303
0.621000215
1.416095852
2.008214032
1.367036861
1.450442181
2.292837742
2.169967568
2.380656628
2.619801696
2.272744251
1.674663697
1.621168835
1.903896969
2.321308707
2.098385958
1.713437502
2.393522088
2.126682888
0.625403528
2.196112848
1.643452791
2.216155365
2.655211854
2.053739044
2.143823801
2.496250399
2.552573086
2.601904192
2.359551266
2.346955983
1.955153016
2.1680246
1.538328517
1.615658524
1.593166244
1.75540664
2.006104426
1.731390023
1.448658645
1.351806431
1.253562649
1.240140786
1.540944916
1.874628947
1.773391812
1.455206341
1.900219422
1.819651799
1.60776064
1.103501152
0.985477152
1.452651795
1.649446776
1.532319259
1.056330896
1.342919569
