spring R/SSB
2.534500449
1.376931404
0.371021017
2.261704551
0.817146915
0.70682791
0.640280323
1.167712901
0.414851845
0.30234111
1.218804456
2.448942187
1.291333311
0.339023057
0.391108277
1.047844968
1.255145289
1.765405125
1.405029033
0.807606699
0.878477126
4.350177504
0.512064214
1.07562113
1.270961909
0.806927552
1.615333924
0.877562156
0.590230249
2.911511827
3.794578
1.908459799
1.792551567
1.089430841
0.828609639
0.719153075
0.71291371
0.424350318
1.780720203
1.957808113
1.497273126
1.01286992
0.808581897
0.772905982
0.552462181
1.247962556
0.694907404
1.240224195
1.139388615
0.84596424
0.797205977
