Shrimp
2.229799216
1.737378937
1.357416607
0.935503019
1.328902641
1.582517229
1.391773236
1.159900699
0.900962043
1.604770164
2.41964777
1.615856476
1.56634642
1.483149698
2.809318374
0.803469282
1.565999638
1.361096118
1.628711287
1.755045652
1.633204031
1.558053456
1.077842886
2.216951801
1.066472785
2.019573121
1.404904476
1.08454231
1.95636854
1.126430811
