combined R/SSB
0.409599744
1.567300722
1.968056006
0.893367664
1.365592627
3.249650469
1.270608419
0.814986466
2.006170189
0.954715533
0.63596516
0.667783087
1.268820906
0.720131205
0.595662567
0.913409349
2.140702222
1.054100724
0.319262727
1.301560178
0.88860067
1.679353736
2.207171052
1.352258801
1.14353213
1.769584593
3.435062448
1.537622102
1.86078561
1.433596859
1.103561235
2.97338071
1.192831646
1.017233013
2.545868004
2.923845416
3.283519536
2.218853481
1.261665756
0.913861336
1.28011732
1.085458585
1.225375445
1.875763062
1.386639574
1.457761025
1.540387158
1.301569221
0.775471054
0.455075819
1.1620165
1.549035948
2.142198875
1.265340114
1.164258569
1.161413679
